Object ID,Name of site,Place,Region,Site description,Campsite category,Number of powered sites,Number of unpowered sites,Bookable,Free,Facilities,Activities,Dogs alllowed,Landscape type,Access by,Has alerts,URL to thumbnail,URL to webpage,Description of place,x,y,DOC system ID,Date loaded to GIS,GlobalID,x2,y2
156768,Blumine Island/oruawairua Campsite,Blumine Island Scenic Reserve,Marlborough,"North-facing seafront site on a picturesque, pest free island. Walk the track to the historic WWII gun emplacements, experience the all day 'dawn chorus' and enjoy the stunning views. ",Backcountry,0,6,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Bird and wildlife watching, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d37ff979fcac44e8ae024c4e7e1de11a.jpg,https://www.doc.govt.nz/link/2b335a660716473f927086f4da3736f9.aspx,Located in Blumine Island Scenic Reserve,1703485,5441690,100066094,6/25/2024 8:32:06 AM,5c82f12c-b01d-4eda-b5a6-b15b456927b8,1703485,5441690
156769,Davies Bay Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,"Large waterfront site on a shallow bay great for boating and swimming. Choose a waterfront site or bush clearing to camp in. Walking, cycling or boat access only.",Backcountry,0,25,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Kayaking and canoeing, Mountain biking, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Boat, Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b4cbb91b1e0d4f20a48202ab3d098011.aspx,https://www.doc.govt.nz/link/fbe583efe8904b569a3a4fd59a5dd501.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1678815,5432806,100066097,6/25/2024 8:32:06 AM,3d1be8bb-612c-4d51-a18e-b54bfd44f342,1678815,5432806
156770,Black Rock Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,Walk or mountain bike to this campsite from the Queen Charlotte Track in the Marlborough Sounds. There is no drive in access.,Backcountry,0,6,Yes,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2465b6e10dcf42a0bc9752d4f7219530.aspx,https://www.doc.govt.nz/link/249c17cb99de4df78352abfc0bf90251.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1689288,5438392,100066093,6/25/2024 8:32:06 AM,acf11194-4aa2-4214-8d1f-ed7623c1c1aa,1689288,5438392
156771,Bay Of Many Coves Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,Walk or mountain bike in to this backcountry campsite in the Marlborough Sounds. Access is from the Queen Charlotte Track. There is no drive in access.,Backcountry,0,0,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Mountain biking, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c85158bf9c46448d8e1924e48edf04a9.aspx,https://www.doc.govt.nz/link/dc39330f148546d3a7cc520648aa478b.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1695784,5441556,100044091,6/25/2024 8:32:07 AM,d9a00f99-3180-4e49-bbb3-8e5b692efa15,1695784,5441556
156772,Schoolhouse Bay Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,"A sheltered east-facing bay with walking, boating, mountain biking and fishing close by.",Backcountry,0,6,Yes,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Fishing, Mountain biking, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Boat, Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d12a109c84f248f1a26a780d586178be.aspx,https://www.doc.govt.nz/link/dd981b90ab7c419ab90e3d4aea0e7a20.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1702842,5448159,100044428,6/25/2024 8:32:07 AM,b207581e-dd98-4368-8a6a-1efbb5198bbc,1702842,5448159
156773,Raetea North Side Campsite,Raetea Forest and Mangamuka Gorge Scenic Reserve,Northland,"Take a break at the northern foot of Raetea, a lowland coastal forest situated in the Mangamuka Gorge. ",Basic,0,65,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Bird and wildlife watching, Swimming",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8241b6615b7f407285f8eb70a107af91.jpg,https://www.doc.govt.nz/link/82b87ca747bf4410983f558fcbd389a5.aspx,Located in Raetea Forest and Mangamuka Gorge Scenic Reserve,1639664,6108124,100039423,6/25/2024 8:32:07 AM,77bd8c22-1cfc-407b-9409-b27d99c07e1e,1639664,6108124
156774,Danseys Pass Campsite,Naseby area,Otago,"This is a basic campsite in Central Otago. Camp beside the pleasant German Creek while exploring Oteake Conservation Park by 4WD, mountain bike or foot.",Basic,0,6,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Four wheel driving, Mountain biking",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2e5ea196a0d244b198ed7b0c7fe053a5.jpg,https://www.doc.govt.nz/link/b506efa3005b44a7a7834d09cf95d394.aspx,Located in Naseby area,1386092,5015709,100044578,6/25/2024 8:32:08 AM,8e41285e-30b7-4b7d-9251-76ab94a45fc0,1386092,5015709
156775,St Bathans Campsite,St Bathans area,Otago,This is a basic campsite in Central Otago. Camp in a remote and historic area. Explore St Bathans township or mountain bike the Otago Central Rail Trail.,Basic,0,9,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,Dogs allowed. Keep dog under control at all times. <a href=""https://www.doc.govt.nz/parks-and-recrea,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c2cdc9c6aad14aa8bdda3a5f423e2d01.aspx,https://www.doc.govt.nz/link/d18eccfd2b544a579fb9a42589d07eb8.aspx,Located in St Bathans area,1347126,5026815,100039900,6/25/2024 8:32:08 AM,8f566321-3754-4453-8288-2be9aca0c244,1347126,5026815
156776,Simpsons Domain Campsite,Hunterville area,Manawatu/Whanganui,Simpsons Domain Campsite is closed.,Basic,0,20,No,,Toilets,,Not Applicable,,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/889f3c5e894e4ac6b6a8083f03770417.jpg,https://www.doc.govt.nz/link/0e62cd30ab694796ac11d81de43e0215.aspx,Located in Hunterville area,1822148,5579882,100095962,6/25/2024 8:32:09 AM,53e8cfb8-5e2f-4396-b834-5aef9a436f9a,1822148,5579882
156777,Twilight Campsite,Te Paki Recreation Reserve,Northland,"Camp overlooking Twilight beach. Only accessible on foot and with minimal facilities, this is the spot for a true wilderness experience. ",Basic,0,12,No,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Bird and wildlife watching, Diving and snorkelling, Fishing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7aaf2f2a15cc40f2b77f1746921cfb95.aspx,https://www.doc.govt.nz/link/5d631de0e3a5405e944f863a7bdbd36e.aspx,Located in Te Paki Recreation Reserve,1572768,6181625,100082534,6/25/2024 8:32:09 AM,2f628893-a6c6-4ccc-a0cf-96b1ce53103f,1572768,6181625
156778,Pandora Campsite,Te Paki Recreation Reserve,Northland,"Camp in a picturesque setting in beautiful Pandora bay. Only accessible on foot and with minimal facilities, this is the spot for those seeking a true wilderness experience.",Basic,0,12,No,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Bird and wildlife watching, Diving and snorkelling, Fishing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/97a5b3a32b6e43b88b187aec920d6d5a.jpg,https://www.doc.govt.nz/link/0bed132cee8c48599e825bdb1690fc31.aspx,Located in Te Paki Recreation Reserve,1579567,6187667,100082533,6/25/2024 8:32:09 AM,e5e4493b-1440-45a2-aa50-4b76a1637a00,1579566.8541,6187667.4843
156779,Mangatutu Hot Springs Campsite,Kaweka Forest Park,Hawke’s Bay,"This is a popular camping, picnic and fishing spot, and a starting point for tramping, hunting or day walks up the Mohaka River and into the Kaweka Forest Park.",Basic,0,45,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Hunting, Rafting, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Car,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eec940ad57fb4270bb6b748ee14adaf1.aspx,https://www.doc.govt.nz/link/2a5c3c7d728145ba8974dc1c13d6a76c.aspx,Located in Kaweka Forest Park,1898597,5657149,100044048,6/25/2024 8:32:10 AM,cd857fda-c646-4bc2-8f14-881d249cfa59,1898597,5657149
156780,Mangatainoka Campsite,Kaweka Forest Park,Hawke’s Bay,A popular campsite beside the Mohaka River and the Mangatainoka Hot Pools.,Backcountry,0,10,No,,"Water from stream, Toilets - non-flush, Toilets, Water supply",,Dogs with a DOC permit for recreational hunting or management purposes only. <a href=""https://www.do,"Forest, Rivers and lakes",Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/9fb1fdb967354e20b55ce85b202de0ef.aspx,Located in Kaweka Forest Park,1893280,5659790,100030172,6/25/2024 8:32:10 AM,816928ec-a158-4e53-a0c4-1f16023ada03,1893280,5659790
156781,Trounson Kauri Park Campground,Trounson Kauri Park,Northland,A serviced campground in the Kauri Coast area. Camp beside a small but beautiful kauri stand. There are many walking tracks nearby.,Serviced,8,12,Yes,,"Cookers/electric stove, Non-powered/tent sites, Powered sites, Shelter for cooking, Shower - hot, Toilets - flush, Water from tap - not treated, boil before use, Wheelchair accessible, Toilets, Water supply",Walking and tramping,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/30ced641aa704485bf2a16a2c754da35.jpg,https://www.doc.govt.nz/link/58e4aaf468db41fda6ddce646359948e.aspx,Located in Trounson Kauri Park,1658996,6046743,100031412,6/25/2024 8:32:11 AM,1250337b-0876-4fd3-aa38-91478b90b219,1658996,6046743
156782,Corner Creek Campsite,Remutaka Forest Park,Wairarapa,"Just a 5 minute walk from Palliser Bay. Go fishing, surfing, walking, hunting and mountain biking. ",Standard,0,12,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Shelter for cooking, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Hunting, Mountain biking, Swimming, Walking and tramping",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2b359938adcd4bf286d410fba08df104.jpg,https://www.doc.govt.nz/link/50fe13588f4c4947b00a731cd0ca01a1.aspx,Located in Remutaka Forest Park,1770503,5417757,100081986,6/25/2024 8:32:11 AM,a0bbd8fa-7f5d-444d-be46-222fde9f432e,1770503,5417757
156783,Waikari River Mouth Campsite,Waikari River area,Hawke’s Bay,"This is a basic campsite in the Hawke's Bay region. Beside the Waikari River, this grassy campsite is a 10 minute walk to the beach for swimming, fishing and boating.",Basic,0,10,No,,"Boat launching, Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Fishing, Swimming",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,Car,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d402ed7d2dbf4b09806a4d7cd996a8ef.jpg,https://www.doc.govt.nz/link/bdb4280df0a14cb69de85cc9b398bb1c.aspx,Located in Waikari River area,1952539,5656825,100065804,6/25/2024 8:32:11 AM,549edaed-ef2f-473a-a0fd-5bb7286aacf5,1952539,5656825
156784,Lake Poaka Campsite,Twizel area,Canterbury,Use this campsite as a base for recreational activities around the Twizel area or as an overnight stay in a picturesque setting. ,Basic,0,30,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Mountain biking, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2597ab160aec4b36861d66bcd4d189d7.jpg,https://www.doc.govt.nz/link/067d1c56358944d3ae0283920be2e729.aspx,Located in Twizel area,1368143,5101087,100084505,6/25/2024 8:32:11 AM,8958e747-869c-4d05-b398-cef229d31f9e,1368143,5101087
156785,Coldwater Stream Campsite,Upper Wairau River area,Nelson/Tasman,"This remote campsite is a great base camp for 4WD. Fish for trout, or kayak in the river.",Basic,0,8,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Four wheel driving, Kayaking and canoeing, Mountain biking",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,"4WD, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d5cc5be899464e409d7ff9448127d36b.jpg,https://www.doc.govt.nz/link/a22a15474014470f87c04537d49c14fe.aspx,Located in Upper Wairau River area,1593567,5343345,100044061,6/25/2024 8:32:11 AM,e2d29ef5-fdd1-4221-8587-a3e1e7467748,1593567,5343345
156786,Andrews Shelter Campsite,Arthur's Pass National Park,Canterbury,A popular starting point for trampers heading to the new Casey Hut.,Basic,0,20,No,,"Non-powered/tent sites, Shelter for cooking, Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a3b0992f60524e13a8aed8b7d7990445.aspx,https://www.doc.govt.nz/link/5a18af2aa6fe4becb81d1374640cf1fc.aspx,Located in Arthur's Pass National Park,1501603,5239136,100043935,6/25/2024 8:32:12 AM,f2dc0e28-e3e1-4ec0-bf87-3748cb844c94,1501603,5239136
156787,Loch Katrine Campsite,Lake Sumner Forest Park,Canterbury,"Camp beside the beautiful lake in a grassy area. Walk or mountain bike from here, or take a swim in the icy waters.",Basic,0,30,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Four wheel driving, Mountain biking, Swimming, Walking and tramping",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f7b4a68fcb18489f9940592661bfa464.aspx,https://www.doc.govt.nz/link/b573ecf21bde4a1a95ba789b11052b62.aspx,Located in Lake Sumner Forest Park,1535016,5269560,100064665,6/25/2024 8:32:13 AM,c46fa156-bdd4-4cb1-91c6-2e3a47f01f39,1535016,5269560
156788,Macetown Campsite,Macetown Historic Reserve,Otago,"This is a basic campsite in the Queenstown/Wakatipu area, 15 km from Arrowtown, at the end of a 4WD road that crosses the Arrow River numerous times. ",Basic,0,36,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Camping,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,"Foot, 4WD, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0601eb1da9654a978bacff2005874b38.aspx,https://www.doc.govt.nz/link/4c5ff1ac99ac4273a2ea55fe996d80ad.aspx,Located in Macetown Historic Reserve,1269866,5023335,100039788,6/25/2024 8:32:13 AM,48e5e147-3353-480b-a7f6-eefe173c9b88,1269866,5023335
156789,Beach Point At Walter Peak Campsite,Queenstown area,Otago,Camp on the shore of Lake Wakatipu at this boat or mountain bike accessible campsite. ,Backcountry,0,10,No,,"BBQ, Jetty, Non-powered/tent sites, Shelter for cooking, Water from stream, Toilets - non-flush, Toilets, Water supply","Boating, Camping, Mountain biking",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Boat, Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fc7b5138594b4428bed5c7c75e0f0b37.aspx,https://www.doc.govt.nz/link/6610f762c6e341dabb3634df7790a1ed.aspx,Located in Queenstown area,1249238,4995853,100121279,6/25/2024 8:32:13 AM,afbb8ce1-0716-4eb3-8fa3-ca27117c4786,1249238,4995853
